feature,mean_abs_shap_partial
LDELTOTAL,0.12254366401196726
FAQ,0.11915535148172607
APOE4,0.08560333186914022
MOCA,0.06391667598390159
CDRSB,0.048561156566479434
TRABSCOR,0.038946690499472865
MMSE,0.03727060533131114
PTEDUCAT,0.024493279909907226
FHQMOM,0.023001084794593337
FHQDAD,0.01029065705356827
PTGENDER,0.00899112664064207
