fold,acc,pre,sen,spe,f1,auc
1,0.7395833333333334,0.5789473684210527,0.7096774193548387,0.7538461538461538,0.6376811594202898,0.8305210918114144
2,0.84375,0.8148148148148148,0.6875,0.921875,0.7457627118644068,0.881591796875
3,0.7708333333333334,0.6785714285714286,0.59375,0.859375,0.6333333333333333,0.8037109375
4,0.8854166666666666,0.8387096774193549,0.8125,0.921875,0.8253968253968254,0.9140625
5,0.7684210526315789,0.68,0.5483870967741935,0.875,0.6071428571428571,0.8220766129032258
