feature,mean_abs_shap
FAQ,0.14067908450518832
LDELTOTAL,0.11824276955537612
CDRSB,0.06233336406170091
TRABSCOR,0.061893831679731316
APOE4,0.05747439105399482
MOCA,0.052890346092037625
MMSE,0.048130239678080604
FHQMOM,0.013837640387318714
PTEDUCAT,0.012419099455164371
FHQDAD,0.009985677284023007
PTGENDER,0.006924556109779022
