feature,importance_class_0,importance_class_1,importance_mean
145,0.0048559969025063765,0.00737733816989324,0.006116667536199808
50,0.004682596283942075,0.0075339158243915945,0.006108256054166835
94,0.007617136643602862,0.004389167135741445,0.006003151889672154
24,0.005412839147084014,0.006532006755605835,0.0059724229513449245
179,0.0020089847582009193,0.00976848718604136,0.00588873597212114
28,0.004818636997394303,0.006823601915129984,0.005821119456262144
103,0.004254422102074311,0.0073575196041133495,0.0058059708530938305
133,0.0035763536484599476,0.00802169994600869,0.005799026797234319
97,0.006060150008655303,0.0054306433492759725,0.005745396678965638
70,0.006110601229844785,0.005241933177633958,0.005676267203739371
4,0.00456378186860699,0.006762530384852046,0.005663156126729518
176,0.00715921824560913,0.004010239838180496,0.005584729041894812
158,0.005882208458634371,0.00478049021451928,0.005331349336576825
172,0.0045653718951067885,0.00603201082523223,0.005298691360169509
146,0.002625811090742521,0.007906177688416468,0.005265994389579495
52,0.004442754308001895,0.005682136772217443,0.005062445540109669
46,0.001381423837206815,0.008285946375205336,0.004833685106206076
7,0.007522196974169522,0.0021356427200013663,0.004828919847085444
175,0.00425114442996725,0.005404895130595833,0.004828019780281542
35,0.0035036176697455326,0.006105664728996392,0.004804641199370963
65,0.005015064051652492,0.004449785482506741,0.004732424767079616
90,0.003975887014130801,0.005179219829187787,0.004577553421659294
61,0.003428251123258027,0.005401619684410737,0.004414935403834382
161,0.0005255346258946266,0.00829375738252717,0.004409646004210899
106,0.0029143333492622028,0.005835705538553763,0.004375019443907983
15,0.00250835898460385,0.006234028394298245,0.004371193689451047
96,0.0030806563449914393,0.005480175886077632,0.0042804161155345355
189,0.0054182236296469455,0.003051145102100842,0.0042346843658738935
19,0.0010468269375299617,0.007367033669083867,0.0042069303033069145
27,0.005337962760431007,0.0030722298732446993,0.004205096316837853
36,0.0014489310012777423,0.006920597909508312,0.004184764455393028
43,0.004588544979318006,0.0037216104400007075,0.0041550777096593565
37,0.0015303102916277567,0.006693465707636885,0.004111887999632321
78,0.002933816584231863,0.005200718738355666,0.004067267661293764
45,0.004045133915212773,0.0037959792962093766,0.003920556605711075
80,0.0029853874326211858,0.004841370679362929,0.003913379055992057
93,0.003219531575344566,0.004407027261398373,0.0038132794183714696
84,0.0018660553910952633,0.005643996576566224,0.0037550259838307434
8,0.005334052616566017,0.002175102495319455,0.0037545775559427357
110,0.0016534952486987702,0.005726999752444802,0.003690247500571786
160,0.00393976535656293,0.0032661610888074697,0.0036029632226852
88,0.0032703051795313818,0.0039030300296095297,0.0035866676045704557
74,0.0021062543293529266,0.004936253302579037,0.0035212538159659816
11,0.004079531356486162,0.0028870134096526576,0.0034832723830694095
92,0.003434616206883826,0.003138348523179957,0.0032864823650318913
132,0.0023891513860997784,0.004142001752976891,0.003265576569538335
48,0.0024625243482319092,0.004032355681223028,0.0032474400147274687
123,0.0021593036352480035,0.004206065134079988,0.003182684384663996
162,0.002694320462220882,0.003609491316439062,0.0031519058893299716
102,0.0024168685494032616,0.0035569100288436553,0.002986889289123458
149,0.002214701764273741,0.003653960765480709,0.0029343312648772253
170,0.00022410131854636953,0.005625468937447901,0.0029247851279971355
22,0.00229821521715697,0.0035447735972411465,0.0029214944071990585
191,0.0019971540144941478,0.003371813654439393,0.0026844838344667705
53,0.0029792702683456205,0.0023701444866522556,0.002674707377498938
